Test Code,QC Code,DATE,17OP,PROG,TESTMS,ANDRO,11DESC,DOC,CORTMS,17PRE,TYR,PHE
PATY,C-PATY1,1/17/2020,,,,,,,,,59.6,49.11476998
PATY,C-PATY2,1/17/2020,,,,,,,,,422,424.6707022
PATY,C-PATY3,1/17/2020,,,,,,,,,1420,1370
PATY,C-PATY1,1/20/2020,,,,,,,,,57.9,46.768523
PATY,C-PATY2,1/20/2020,,,,,,,,,447,443
PATY,C-PATY3,1/20/2020,,,,,,,,,1410,1340
CAH6,C-CAH1,1/20/2020,4.81,7.31,6.91,7.11,6.11,6.04,,,,
CAH6,C-CAH2,1/20/2020,97,126,131,121,118,117,2.36,730,,
CAH6,C-CAH3,1/20/2020,1150,1440,1540,1410,1340,1370,27.1,8610,,
CAH6,C-CAH2,1/20/2020,,,,,120,,,,,
PATY,C-PATY1,1/21/2020,,,,,,,,,55.1,44.73510896
PATY,C-PATY2,1/21/2020,,,,,,,,,437,438
PATY,C-PATY3,1/21/2020,,,,,,,,,1380,1310
PATY,C-PATY1,1/22/2020,,,,,,,,,55.2,45.4
PATY,C-PATY1,1/22/2020,,,,,,,,,59.1,47.9
PATY,C-PATY2,1/22/2020,,,,,,,,,372,373
PATY,C-PATY2,1/22/2020,,,,,,,,,452,449
PATY,C-PATY3,1/22/2020,,,,,,,,,1410,1350
PATY,C-PATY3,1/22/2020,,,,,,,,,1520,1450
PATY,C-PATY1,1/23/2020,,,,,,,,,53.4,43.7
PATY,C-PATY2,1/23/2020,,,,,,,,,463,466
PATY,C-PATY3,1/23/2020,,,,,,,,,1550,1420
CAH6,C-CAH1,1/23/2020,4.83,6.3,6.41,6.47,5.22,4.67,,,,
CAH6,C-CAH2,1/23/2020,107,133,135,133,130,119,2.58,874,,
CAH6,C-CAH3,1/23/2020,1180,1490,1560,1470,1450,1370,28.3,9880,,
PATY,C-PATY1,1/24/2020,,,,,,,,,56.4,46.1
PATY,C-PATY1,1/24/2020,,,,,,,,,62.2,50.9
PATY,C-PATY2,1/24/2020,,,,,,,,,412,398
PATY,C-PATY2,1/24/2020,,,,,,,,,468,463
PATY,C-PATY3,1/24/2020,,,,,,,,,1410,1330
PATY,C-PATY3,1/24/2020,,,,,,,,,1550,1470
PATY,C-PATY1,1/27/2020,,,,,,,,,65.2,52.3
PATY,C-PATY2,1/27/2020,,,,,,,,,441,434
PATY,C-PATY3,1/27/2020,,,,,,,,,1620,1500
CAH6,C-CAH1,1/27/2020,5.02,6.8,6.09,6.41,4.56,5.28,,,,
CAH6,C-CAH2,1/27/2020,115,126,142,133,132,127,2.6,805,,
CAH6,C-CAH3,1/27/2020,1210,1550,1570,1500,1420,1460,28.4,9310,,
PATY,C-PATY1,1/28/2020,,,,,,,,,60.2,49.3
PATY,C-PATY2,1/28/2020,,,,,,,,,449,450
PATY,C-PATY3,1/28/2020,,,,,,,,,1640,1570
PATY,C-PATY1,1/29/2020,,,,,,,,,53.1,43
PATY,C-PATY1,1/29/2020,,,,,,,,,61.3,48.7
PATY,C-PATY2,1/29/2020,,,,,,,,,447,434
PATY,C-PATY2,1/29/2020,,,,,,,,,449,458
PATY,C-PATY3,1/29/2020,,,,,,,,,1500,1420
PATY,C-PATY3,1/29/2020,,,,,,,,,1550,1480
PATY,C-PATY1,1/30/2020,,,,,,,,,61.2,47.7
PATY,C-PATY2,1/30/2020,,,,,,,,,478,476
PATY,C-PATY3,1/30/2020,,,,,,,,,1590,1540
CAH6,C-CAH1,1/30/2020,4.71,5.74,6.73,6.97,6.53,5.2,,,,
CAH6,C-CAH2,1/30/2020,129,142,166,153,156,147,2.91,1000,,
CAH6,C-CAH3,1/30/2020,1270,1550,1670,1450,1580,1400,28.6,10500,,
PATY,C-PATY1,1/31/2020,,,,,,,,,61.9,48.7
PATY,C-PATY2,1/31/2020,,,,,,,,,497,489
PATY,C-PATY3,1/31/2020,,,,,,,,,1540,1480
PATY,C-PATY1,2/3/2020,,,,,,,,,66.9,51.3
PATY,C-PATY2,2/3/2020,,,,,,,,,513,514
PATY,C-PATY3,2/3/2020,,,,,,,,,1460,1410
CAH6,C-CAH1,2/3/2020,6.09,5.47,6.57,6.38,6.32,4.3,,,,
CAH6,C-CAH2,2/3/2020,112,134,148,138,127,127,2.6,878,,
CAH6,C-CAH3,2/3/2020,1270,1530,1610,1580,1500,1440,28.3,9290,,
PATY,C-PATY1,2/4/2020,,,,,,,,,60.5,50.2
PATY,C-PATY2,2/4/2020,,,,,,,,,448,445
PATY,C-PATY3,2/4/2020,,,,,,,,,1410,1360
PATY,C-PATY1,2/5/2020,,,,,,,,,64.5,53.9
PATY,C-PATY2,2/5/2020,,,,,,,,,460,462
PATY,C-PATY3,2/5/2020,,,,,,,,,1430,1380
PATY,C-PATY1,2/6/2020,,,,,,,,,62.4,52.4
PATY,C-PATY2,2/6/2020,,,,,,,,,460,460
PATY,C-PATY3,2/6/2020,,,,,,,,,1610,1540
CAH6,C-CAH1,2/6/2020,5.51,5.95,7.27,7,5.36,5.23,,,,
CAH6,C-CAH2,2/6/2020,130,153,162,151,157,144,2.88,926,,
CAH6,C-CAH3,2/6/2020,1310,1610,1650,1610,1530,1480,30.5,9720,,
PATY,C-PATY1,2/7/2020,,,,,,,,,69.8,56.5
PATY,C-PATY2,2/7/2020,,,,,,,,,442,444
PATY,C-PATY3,2/7/2020,,,,,,,,,1510,1410
PATY,C-PATY1,2/10/2020,,,,,,,,,59,48.8
PATY,C-PATY2,2/10/2020,,,,,,,,,429,431
PATY,C-PATY3,2/10/2020,,,,,,,,,1580,1500
CAH6,C-CAH1,2/10/2020,5.93,6.99,6.71,7.15,5.03,4.55,,,,
CAH6,C-CAH2,2/10/2020,119,138,136,137,132,122,2.58,871,,
CAH6,C-CAH3,2/10/2020,1240,1470,1560,1460,1390,1400,28.2,9350,,
PATY,C-PATY1,2/11/2020,,,,,,,,,63,53.4
PATY,C-PATY2,2/11/2020,,,,,,,,,436,437
PATY,C-PATY3,2/11/2020,,,,,,,,,1560,1490
PATY,C-PATY1,2/12/2020,,,,,,,,,59.2,48.4
PATY,C-PATY2,2/12/2020,,,,,,,,,452,450
PATY,C-PATY3,2/12/2020,,,,,,,,,1470,1400
PATY,C-PATY1,2/13/2020,,,,,,,,,53.9,43.9
PATY,C-PATY2,2/13/2020,,,,,,,,,448,451
PATY,C-PATY3,2/13/2020,,,,,,,,,1420,1360
CAH6,C-CAH1,2/13/2020,5.06,5.54,6.3,6.9,6.54,4.88,,,,
CAH6,C-CAH2,2/13/2020,121,149,155,154,153,141,2.83,1000,,
CAH6,C-CAH3,2/13/2020,1170,1480,1500,1520,1360,1330,28,9530,,
CAH6,C-CAH2,2/13/2020,,,,,133,,,,,
PATY,C-PATY1,2/14/2020,,,,,,,,,60.7,50.9
PATY,C-PATY2,2/14/2020,,,,,,,,,451,453
PATY,C-PATY3,2/14/2020,,,,,,,,,1480,1410
PATY,C-PATY1,2/17/2020,,,,,,,,,50.5,57.1
PATY,C-PATY1,2/17/2020,,,,,,,,,51.7,57.9
PATY,C-PATY1,2/17/2020,,,,,,,,,52.3,59.1
PATY,C-PATY1,2/17/2020,,,,,,,,,53.6,60.3
PATY,C-PATY1,2/17/2020,,,,,,,,,57.6,47.2
PATY,C-PATY1,2/17/2020,,,,,,,,,59.5,67.3
PATY,C-PATY2,2/17/2020,,,,,,,,,468,476
PATY,C-PATY3,2/17/2020,,,,,,,,,1520,1440
CAH6,C-CAH1,2/17/2020,5.88,6.1,7.96,7.39,5.69,6.52,,,,
CAH6,C-CAH2,2/17/2020,145,164,179,182,175,163,3.26,1030,,
CAH6,C-CAH3,2/17/2020,1300,1620,1680,1660,1540,1490,30,10200,,
PATY,C-PATY1,2/18/2020,,,,,,,,,49.8,59.2
PATY,C-PATY1,2/18/2020,,,,,,,,,52.4,57.1
PATY,C-PATY1,2/18/2020,,,,,,,,,52.7,58.5
PATY,C-PATY1,2/18/2020,,,,,,,,,52.9,59.4
PATY,C-PATY1,2/18/2020,,,,,,,,,53.2,46.8
PATY,C-PATY1,2/18/2020,,,,,,,,,54.4,60.5
PATY,C-PATY2,2/18/2020,,,,,,,,,446,451
PATY,C-PATY3,2/18/2020,,,,,,,,,1500,1440
PATY,C-PATY1,2/19/2020,,,,,,,,,58.9,47.8
PATY,C-PATY2,2/19/2020,,,,,,,,,449,446
PATY,C-PATY3,2/19/2020,,,,,,,,,1540,1480
PATY,C-PATY1,2/20/2020,,,,,,,,,52.1,58.5
PATY,C-PATY1,2/20/2020,,,,,,,,,60.9,51.3
PATY,C-PATY2,2/20/2020,,,,,,,,,492,487
PATY,C-PATY3,2/20/2020,,,,,,,,,1650,1550
CAH6,C-CAH1,2/20/2020,5.1,7.4,7,6.2,4.6,5.9,,,,
CAH6,C-CAH2,2/20/2020,132,161,163,153,148,143,2.9,910,,
CAH6,C-CAH3,2/20/2020,1299,1441,1521,1536,1425,1415,27.3,8564,,
PATY,C-PATY1,2/21/2020,,,,,,,,,57.9,65.3
PATY,C-PATY1,2/21/2020,,,,,,,,,62.9,50.9
PATY,C-PATY2,2/21/2020,,,,,,,,,478,473
PATY,C-PATY3,2/21/2020,,,,,,,,,1460,1420
PATY,C-PATY3,2/21/2020,,,,,,,,,1480,1390
PATY,C-PATY1,2/24/2020,,,,,,,,,63,51.6
PATY,C-PATY2,2/24/2020,,,,,,,,,485,496
PATY,C-PATY3,2/24/2020,,,,,,,,,1490,1410
CAH6,C-CAH1,2/24/2020,5.11,5.48,6.8,6.61,5.77,5.9,,,,
CAH6,C-CAH2,2/24/2020,128,152,164,147,144,144,2.86,914,,
CAH6,C-CAH3,2/24/2020,1240,1570,1630,1540,1350,1450,29.4,9650,,
PATY,C-PATY1,2/25/2020,,,,,,,,,59,65.7
PATY,C-PATY1,2/25/2020,,,,,,,,,64.5,49.3
PATY,C-PATY2,2/25/2020,,,,,,,,,516,527
PATY,C-PATY3,2/25/2020,,,,,,,,,1430,1350
PATY,C-PATY3,2/25/2020,,,,,,,,,1450,1410
PATY,C-PATY1,2/26/2020,,,,,,,,,57.1,62.8
PATY,C-PATY1,2/26/2020,,,,,,,,,61.8,49
PATY,C-PATY2,2/26/2020,,,,,,,,,455,459
PATY,C-PATY3,2/26/2020,,,,,,,,,1430,1380
PATY,C-PATY3,2/26/2020,,,,,,,,,1480,1420
PATY,C-PATY1,2/27/2020,,,,,,,,,55,61.5
PATY,C-PATY1,2/27/2020,,,,,,,,,61.4,49.4
PATY,C-PATY2,2/27/2020,,,,,,,,,459,453
PATY,C-PATY2,2/27/2020,,,,,,,,,493,498
PATY,C-PATY3,2/27/2020,,,,,,,,,1500,1480
PATY,C-PATY3,2/27/2020,,,,,,,,,1520,1480
PATY,C-PATY3,2/27/2020,,,,,,,,,1640,1560
CAH6,C-CAH1,2/27/2020,5.17,4.82,7.29,6.84,5.18,5.62,,,,
CAH6,C-CAH2,2/27/2020,132,158,162,153,150,142,2.98,913,,
CAH6,C-CAH3,2/27/2020,1280,1540,1710,1590,1510,1490,29.6,9950,,
PATY,C-PATY1,2/28/2020,,,,,,,,,56.5,45
PATY,C-PATY1,2/28/2020,,,,,,,,,56.7,62.5
PATY,C-PATY2,2/28/2020,,,,,,,,,486,486
PATY,C-PATY3,2/28/2020,,,,,,,,,1490,1450
PATY,C-PATY3,2/28/2020,,,,,,,,,1550,1460
PATY,C-PATY1,3/2/2020,,,,,,,,,61,48.2
PATY,C-PATY2,3/2/2020,,,,,,,,,492,485
PATY,C-PATY3,3/2/2020,,,,,,,,,1450,1370
CAH6,C-CAH1,3/2/2020,5.16,4.97,6.49,6.55,5.75,7.03,,,,
CAH6,C-CAH2,3/2/2020,123,149,155,151,152,149,2.9,916,,
CAH6,C-CAH3,3/2/2020,1160,1490,1600,1560,1490,1410,28.3,9050,,
PATY,C-PATY1,3/3/2020,,,,,,,,,55.6,62.4
PATY,C-PATY1,3/3/2020,,,,,,,,,56.9,44.4
PATY,C-PATY2,3/3/2020,,,,,,,,,427,437
PATY,C-PATY2,3/3/2020,,,,,,,,,463,468
PATY,C-PATY3,3/3/2020,,,,,,,,,1490,1450
PATY,C-PATY3,3/3/2020,,,,,,,,,1610,1530
PATY,C-PATY1,3/4/2020,,,,,,,,,55.5,62.6
PATY,C-PATY1,3/4/2020,,,,,,,,,64.4,50
PATY,C-PATY2,3/4/2020,,,,,,,,,485,483
PATY,C-PATY2,3/4/2020,,,,,,,,,503,513
PATY,C-PATY3,3/4/2020,,,,,,,,,1430,1370
PATY,C-PATY3,3/4/2020,,,,,,,,,1480,1460
PATY,C-PATY1,3/5/2020,,,,,,,,,59.2,48.2
PATY,C-PATY2,3/5/2020,,,,,,,,,434,437
PATY,C-PATY3,3/5/2020,,,,,,,,,1610,1530
CAH6,C-CAH1,3/5/2020,5.44,5.93,6.96,6.32,4.84,5.89,,,,
CAH6,C-CAH2,3/5/2020,132,162,169,156,154,158,3.02,997,,
CAH6,C-CAH3,3/5/2020,1250,1520,1640,1510,1470,1410,28.4,8710,,
PATY,C-PATY1,3/6/2020,,,,,,,,,60,48.5
PATY,C-PATY2,3/6/2020,,,,,,,,,434,434
PATY,C-PATY3,3/6/2020,,,,,,,,,1550,1460
PATY,C-PATY1,3/9/2020,,,,,,,,,57.6,46.6
PATY,C-PATY2,3/9/2020,,,,,,,,,463,464
PATY,C-PATY3,3/9/2020,,,,,,,,,1520,1440
CAH6,C-CAH1,3/9/2020,5.3,5.78,6.73,6.75,5.7,6.76,,,,
CAH6,C-CAH2,3/9/2020,126,156,163,156,150,138,2.84,948,,
CAH6,C-CAH3,3/9/2020,1120,1580,1670,1520,1480,1360,28.1,9010,,
CAH6,C-CAH2,3/9/2020,,,,148,,,,,,
PATY,C-PATY1,3/10/2020,,,,,,,,,55.2,44.2
PATY,C-PATY2,3/10/2020,,,,,,,,,456,459
PATY,C-PATY3,3/10/2020,,,,,,,,,1400,1350
PATY,C-PATY1,3/11/2020,,,,,,,,,59.6,48.3
PATY,C-PATY2,3/11/2020,,,,,,,,,463,464
PATY,C-PATY3,3/11/2020,,,,,,,,,1620,1620
PATY,C-PATY1,3/12/2020,,,,,,,,,58.1,47.1
PATY,C-PATY2,3/12/2020,,,,,,,,,475,476
PATY,C-PATY3,3/12/2020,,,,,,,,,1510,1460
CAH6,C-CAH1,3/12/2020,5.65,5.02,6.49,6.67,5,6.48,,,,
CAH6,C-CAH2,3/12/2020,128,157,167,152,139,138,2.82,975,,
CAH6,C-CAH3,3/12/2020,1270,1540,1690,1550,1510,1500,29.3,10600,,
PATY,C-PATY1,3/13/2020,,,,,,,,,59.6,47.5
PATY,C-PATY2,3/13/2020,,,,,,,,,440,444
PATY,C-PATY3,3/13/2020,,,,,,,,,1410,1390
PATY,C-PATY1,3/16/2020,,,,,,,,,54.8,43
PATY,C-PATY2,3/16/2020,,,,,,,,,500,498
PATY,C-PATY3,3/16/2020,,,,,,,,,1630,1590
CAH6,C-CAH1,3/16/2020,5.13,5.44,6.63,5.87,3.91,6.74,,,,
CAH6,C-CAH2,3/16/2020,126,155,159,152,143,147,2.96,1030,,
CAH6,C-CAH3,3/16/2020,1260,1610,1710,1560,1550,1570,30.3,10900,,
PATY,C-PATY1,3/17/2020,,,,,,,,,62.7,52.4
PATY,C-PATY2,3/17/2020,,,,,,,,,496,525
PATY,C-PATY3,3/17/2020,,,,,,,,,1350,1320
PATY,C-PATY1,3/18/2020,,,,,,,,,58,46.8
PATY,C-PATY1,3/18/2020,,,,,,,,,58,46.3
PATY,C-PATY2,3/18/2020,,,,,,,,,442,441
PATY,C-PATY2,3/18/2020,,,,,,,,,462,464
PATY,C-PATY3,3/18/2020,,,,,,,,,1580,1590
PATY,C-PATY3,3/18/2020,,,,,,,,,1650,1650
PATY,C-PATY1,3/19/2020,,,,,,,,,52.9,43.1
PATY,C-PATY2,3/19/2020,,,,,,,,,454,492
PATY,C-PATY3,3/19/2020,,,,,,,,,1440,1500
CAH6,C-CAH1,3/19/2020,4.01,6.4,5.43,5.43,4.86,5.43,,,,
CAH6,C-CAH2,3/19/2020,123,141,160,145,145,135,2.89,895,,
CAH6,C-CAH3,3/19/2020,1180,1520,1710,1520,1540,1440,28,9650,,
PATY,C-PATY1,3/20/2020,,,,,,,,,59.6,49.7
PATY,C-PATY2,3/20/2020,,,,,,,,,463,469
PATY,C-PATY3,3/20/2020,,,,,,,,,1460,1420
PATY,C-PATY1,3/23/2020,,,,,,,,,58.6,47
PATY,C-PATY2,3/23/2020,,,,,,,,,490,505
PATY,C-PATY3,3/23/2020,,,,,,,,,1560,1500
CAH6,C-CAH1,3/23/2020,4.66,6.07,7.28,6.36,5.86,4.98,,,,
CAH6,C-CAH2,3/23/2020,127,147,159,154,147,140,2.83,1020,,
CAH6,C-CAH3,3/23/2020,1230,1540,1650,1500,1430,1400,27.6,9450,,
PATY,C-PATY1,3/24/2020,,,,,,,,,62.3,51.1
PATY,C-PATY2,3/24/2020,,,,,,,,,452,468
PATY,C-PATY3,3/24/2020,,,,,,,,,1500,1470
PATY,C-PATY1,3/25/2020,,,,,,,,,60.2,50.4
PATY,C-PATY2,3/25/2020,,,,,,,,,493,523
PATY,C-PATY3,3/25/2020,,,,,,,,,1330,1300
PATY,C-PATY1,3/26/2020,,,,,,,,,64.1,53
PATY,C-PATY2,3/26/2020,,,,,,,,,485,487
PATY,C-PATY3,3/26/2020,,,,,,,,,1440,1440
PATY,C-PATY1,3/27/2020,,,,,,,,,58.1,47.3
PATY,C-PATY2,3/27/2020,,,,,,,,,480,493
PATY,C-PATY1,3/30/2020,,,,,,,,,58.6,47.5
PATY,C-PATY2,3/30/2020,,,,,,,,,452,479
PATY,C-PATY1,3/31/2020,,,,,,,,,61.8,51.7
PATY,C-PATY2,3/31/2020,,,,,,,,,480,496
CAH6,C-CAH1,3/31/2020,3.09,5.21,6.31,7.19,6.41,5.37,,,,
CAH6,C-CAH1,3/31/2020,4,,,,,,,,,
CAH6,C-CAH2,3/31/2020,111,158,158,150,146,149,3.02,1000,,
CAH6,C-CAH3,3/31/2020,1100,1500,1620,1510,1430,1390,28.5,9480,,
PATY,C-PATY1,4/2/2020,,,,,,,,,64,51.7
PATY,C-PATY2,4/2/2020,,,,,,,,,457,469
PATY,C-PATY1,4/6/2020,,,,,,,,,54.6,62.9
PATY,C-PATY1,4/6/2020,,,,,,,,,74.8,62.5
PATY,C-PATY2,4/6/2020,,,,,,,,,448,464
CAH6,C-CAH1,4/7/2020,4.16,5.57,5.78,6.42,5.19,4.68,,,,
CAH6,C-CAH2,4/7/2020,110,140,156,137,133,129,2.75,888,,
PATY,C-PATY1,4/8/2020,,,,,,,,,56.5,63.2
PATY,C-PATY1,4/9/2020,,,,,,,,,53,60.4
PATY,C-PATY2,4/9/2020,,,,,,,,,475,483
PATY,C-PATY3,4/9/2020,,,,,,,,,1500,1460
PATY,C-PATY1,4/13/2020,,,,,,,,,66.6,73.2
PATY,C-PATY2,4/13/2020,,,,,,,,,482,496
PATY,C-PATY3,4/13/2020,,,,,,,,,1470,1450
PATY,C-PATY1,4/14/2020,,,,,,,,,56.1,64.5
PATY,C-PATY2,4/14/2020,,,,,,,,,474,488
PATY,C-PATY3,4/14/2020,,,,,,,,,1550,1560
CAH6,C-CAH1,4/14/2020,4.57,4.91,5.68,5.16,5.05,5.78,,,,
CAH6,C-CAH2,4/14/2020,137,166,166,158,155,146,3.04,,,
CAH6,C-CAH3,4/14/2020,1200,1600,1600,1550,1420,1370,29.2,,,
PATY,C-PATY1,4/16/2020,,,,,,,,,52.3,57.9
PATY,C-PATY2,4/16/2020,,,,,,,,,478,489
PATY,C-PATY3,4/16/2020,,,,,,,,,1390,1360
CAH6,C-CAH1,4/16/2020,4.54,5.7,7.18,6.18,6.35,4.6,,,,
CAH6,C-CAH2,4/16/2020,128,151,152,147,140,135,2.96,856,,
CAH6,C-CAH3,4/16/2020,1320,1540,1630,1480,1400,1400,28.8,9800,,
PATY,C-PATY1,4/17/2020,,,,,,,,,49.7,56.7
PATY,C-PATY2,4/17/2020,,,,,,,,,446,453
PATY,C-PATY3,4/17/2020,,,,,,,,,1500,1460
PATY,C-PATY1,4/20/2020,,,,,,,,,52.6,60.5
PATY,C-PATY2,4/20/2020,,,,,,,,,448,461
PATY,C-PATY3,4/20/2020,,,,,,,,,1290,1300
CAH6,C-CAH1,4/21/2020,4.27,6.34,6.45,5.72,4.97,4.22,,,,
CAH6,C-CAH2,4/21/2020,128,149,166,153,145,143,2.98,993,,
CAH6,C-CAH3,4/21/2020,1320,1570,1760,1630,1530,1370,29.2,9050,,
PATY,C-PATY1,4/22/2020,,,,,,,,,53.3,61.4
PATY,C-PATY1,4/22/2020,,,,,,,,,55.2,61.5
PATY,C-PATY2,4/22/2020,,,,,,,,,465,517
PATY,C-PATY2,4/22/2020,,,,,,,,,505,519
PATY,C-PATY3,4/22/2020,,,,,,,,,1420,1370
PATY,C-PATY3,4/22/2020,,,,,,,,,1430,1390
PATY,C-PATY1,4/23/2020,,,,,,,,,54.2,61.2
PATY,C-PATY2,4/23/2020,,,,,,,,,428,449
PATY,C-PATY3,4/23/2020,,,,,,,,,1330,1330
PATY,C-PATY1,4/24/2020,,,,,,,,,50.3,56.7
PATY,C-PATY2,4/24/2020,,,,,,,,,514,530
PATY,C-PATY3,4/24/2020,,,,,,,,,1470,1400
PATY,C-PATY1,4/27/2020,,,,,,,,,47.1,53.5
PATY,C-PATY2,4/27/2020,,,,,,,,,481,506
PATY,C-PATY3,4/27/2020,,,,,,,,,1500,1450
CAH6,C-CAH1,4/27/2020,6.45,5.23,6.97,5.72,5.3,4.45,,,,
CAH6,C-CAH2,4/27/2020,127,156,164,155,146,149,3.02,944,,
CAH6,C-CAH3,4/27/2020,1200,1530,1570,1470,1430,1420,29.1,9460,,
PATY,C-PATY1,4/29/2020,,,,,,,,,50.3,55.3
PATY,C-PATY2,4/29/2020,,,,,,,,,421,430
PATY,C-PATY3,4/29/2020,,,,,,,,,1440,1410
CAH6,C-CAH1,4/30/2020,5.05,5.54,7.43,6.66,5.44,5.98,,,,
CAH6,C-CAH2,4/30/2020,125,152,161,151,148,143,2.95,946,,
CAH6,C-CAH3,4/30/2020,1250,1570,1640,1590,1430,1420,29.1,9520,,
PATY,C-PATY1,5/1/2020,,,,,,,,,53,59.3
PATY,C-PATY2,5/1/2020,,,,,,,,,449,455
PATY,C-PATY3,5/1/2020,,,,,,,,,1500,1490
PATY,C-PATY1,5/4/2020,,,,,,,,,48.6,54.3
PATY,C-PATY2,5/4/2020,,,,,,,,,445,455
PATY,C-PATY3,5/4/2020,,,,,,,,,1340,1300
PATY,C-PATY1,5/5/2020,,,,,,,,,49.8,56.2
PATY,C-PATY2,5/5/2020,,,,,,,,,441,453
PATY,C-PATY3,5/5/2020,,,,,,,,,1410,1400
CAH6,C-CAH1,5/5/2020,3.96,5.82,6.99,6.05,6.02,4.34,,,,
CAH6,C-CAH1,5/5/2020,5.19,,,,,,,,,
CAH6,C-CAH2,5/5/2020,119,145,168,160,153,152,3.1,1050,,
CAH6,C-CAH3,5/5/2020,1230,1480,1560,1560,1570,1460,30.7,11800,,
CAH6,C-CAH3,5/5/2020,,,,,,,,10000,,
PATY,C-PATY1,5/6/2020,,,,,,,,,48.1,52
PATY,C-PATY1,5/6/2020,,,,,,,,,55.5,64.4
PATY,C-PATY2,5/6/2020,,,,,,,,,445,446
PATY,C-PATY2,5/6/2020,,,,,,,,,456,470
PATY,C-PATY3,5/6/2020,,,,,,,,,1520,1550
PATY,C-PATY3,5/6/2020,,,,,,,,,1560,1520
PATY,C-PATY1,5/8/2020,,,,,,,,,54.4,62.8
PATY,C-PATY2,5/8/2020,,,,,,,,,472,471
PATY,C-PATY3,5/8/2020,,,,,,,,,1330,1330
PATY,C-PATY1,5/12/2020,,,,,,,,,48.5,56
PATY,C-PATY2,5/12/2020,,,,,,,,,405,413
PATY,C-PATY3,5/12/2020,,,,,,,,,1340,1360
CAH6,C-CAH1,5/12/2020,4.54,6.33,6.85,6.12,6.19,4.3,,,,
CAH6,C-CAH2,5/12/2020,122,156,161,155,151,137,3.01,963,,
CAH6,C-CAH3,5/12/2020,1170,1570,1610,1520,1480,1420,28.7,9560,,
PATY,C-PATY1,5/14/2020,,,,,,,,,52.1,58
PATY,C-PATY2,5/14/2020,,,,,,,,,410,420
PATY,C-PATY3,5/14/2020,,,,,,,,,1410,1420
PATY,C-PATY1,5/15/2020,,,,,,,,,54,61.5
PATY,C-PATY2,5/15/2020,,,,,,,,,422,430
PATY,C-PATY3,5/15/2020,,,,,,,,,1360,1340
PATY,C-PATY1,5/18/2020,,,,,,,,,51,60.8
PATY,C-PATY2,5/18/2020,,,,,,,,,447,481
PATY,C-PATY3,5/18/2020,,,,,,,,,1480,1500
CAH6,C-CAH1,5/19/2020,4.06,6.49,7.02,5.98,6.1,3.7,,,,
CAH6,C-CAH2,5/19/2020,124,153,162,154,149,146,2.75,969,,
CAH6,C-CAH3,5/19/2020,1110,1510,1640,1480,1380,1450,27.2,8730,,
PATY,C-PATY1,5/20/2020,,,,,,,,,48,56.4
PATY,C-PATY2,5/20/2020,,,,,,,,,406,428
PATY,C-PATY3,5/20/2020,,,,,,,,,1450,1470
PATY,C-PATY1,5/22/2020,,,,,,,,,52.3,60.5
PATY,C-PATY2,5/22/2020,,,,,,,,,386,424
PATY,C-PATY3,5/22/2020,,,,,,,,,1460,1470
PATY,C-PATY1,5/26/2020,,,,,,,,,49.5,57.6
PATY,C-PATY1,5/26/2020,,,,,,,,,52.3,60.7
PATY,C-PATY2,5/26/2020,,,,,,,,,399,427
PATY,C-PATY2,5/26/2020,,,,,,,,,402,426
PATY,C-PATY3,5/26/2020,,,,,,,,,1460,1470
PATY,C-PATY3,5/26/2020,,,,,,,,,1490,1480
CAH6,C-CAH1,5/26/2020,4.44,7.18,6.57,5.63,6.42,6.24,,,,
CAH6,C-CAH2,5/26/2020,130,152,174,146,143,142,2.96,1070,,
CAH6,C-CAH3,5/26/2020,1190,1530,1590,1430,1500,1390,28.8,10300,,
PATY,C-PATY1,5/27/2020,,,,,,,,,45.2,51.4
PATY,C-PATY2,5/27/2020,,,,,,,,,423,442
PATY,C-PATY3,5/27/2020,,,,,,,,,1490,1480
PATY,C-PATY1,5/28/2020,,,,,,,,,49.1,57.5
PATY,C-PATY2,5/28/2020,,,,,,,,,427,448
PATY,C-PATY3,5/28/2020,,,,,,,,,1540,1530
PATY,C-PATY1,5/29/2020,,,,,,,,,51.8,56
PATY,C-PATY2,5/29/2020,,,,,,,,,429,444
PATY,C-PATY3,5/29/2020,,,,,,,,,1530,1580
CAH6,C-CAH1,6/1/2020,4.51,6.03,7.49,6.38,5.93,7.81,,,,
CAH6,C-CAH2,6/1/2020,127,143,157,157,138,145,2.86,665,,
CAH6,C-CAH3,6/1/2020,1380,1650,1800,1640,1570,1590,30.9,9640,,
CAH6,C-CAH1,6/1/2020,,,,,,6.24,,,,
CAH6,C-CAH2,6/1/2020,,,,,,,,732,,
PATY,C-PATY1,6/2/2020,,,,,,,,,51.7,58.9
PATY,C-PATY2,6/2/2020,,,,,,,,,457,482
PATY,C-PATY3,6/2/2020,,,,,,,,,1470,1480
PATY,C-PATY1,6/3/2020,,,,,,,,,49.4,56.6
PATY,C-PATY2,6/3/2020,,,,,,,,,444,459
PATY,C-PATY3,6/3/2020,,,,,,,,,1400,1400
PATY,C-PATY1,6/4/2020,,,,,,,,,44.4,50.9
PATY,C-PATY2,6/4/2020,,,,,,,,,459,477
PATY,C-PATY3,6/4/2020,,,,,,,,,1550,1590
CAH6,C-CAH1,6/4/2020,3.59,5.8,7.52,6.52,6.38,3.81,,,,
CAH6,C-CAH1,6/4/2020,4.73,,,,,5.48,,,,
